"","country","year","sex","age","suicides_no","population"
"512","Antigua and Barbuda",2006,"male","25-34 years",0,6319
"513","Antigua and Barbuda",2006,"male","35-54 years",0,12202
"514","Antigua and Barbuda",2006,"male","5-14 years",0,8485
"515","Antigua and Barbuda",2006,"male","55-74 years",0,3847
"516","Antigua and Barbuda",2006,"male","75+ years",0,1107
"517","Antigua and Barbuda",2007,"female","15-24 years",0,8013
"518","Antigua and Barbuda",2007,"female","25-34 years",0,6962
"519","Antigua and Barbuda",2007,"female","35-54 years",0,13860
"520","Antigua and Barbuda",2007,"female","5-14 years",0,8555
"521","Antigua and Barbuda",2007,"female","55-74 years",0,4400
"522","Antigua and Barbuda",2007,"female","75+ years",0,1568
"523","Antigua and Barbuda",2007,"male","15-24 years",0,7330
"524","Antigua and Barbuda",2007,"male","25-34 years",0,6267
"525","Antigua and Barbuda",2007,"male","35-54 years",1,12530
"526","Antigua and Barbuda",2007,"male","5-14 years",0,8564
"527","Antigua and Barbuda",2007,"male","55-74 years",0,3988
"528","Antigua and Barbuda",2007,"male","75+ years",0,1094
"529","Antigua and Barbuda",2008,"female","15-24 years",0,8108
"530","Antigua and Barbuda",2008,"female","25-34 years",0,6910
"531","Antigua and Barbuda",2008,"female","35-54 years",0,14278
"532","Antigua and Barbuda",2008,"female","5-14 years",0,8537
"533","Antigua and Barbuda",2008,"female","55-74 years",0,4587
"534","Antigua and Barbuda",2008,"female","75+ years",0,1567
"535","Antigua and Barbuda",2008,"male","15-24 years",0,7404
"536","Antigua and Barbuda",2008,"male","25-34 years",0,6274
"537","Antigua and Barbuda",2008,"male","35-54 years",0,12782
"538","Antigua and Barbuda",2008,"male","5-14 years",0,8599
"539","Antigua and Barbuda",2008,"male","55-74 years",0,4158
"540","Antigua and Barbuda",2008,"male","75+ years",0,1069
"541","Antigua and Barbuda",2009,"female","15-24 years",0,8199
"542","Antigua and Barbuda",2009,"female","25-34 years",0,6917
"543","Antigua and Barbuda",2009,"female","35-54 years",0,14629
"544","Antigua and Barbuda",2009,"female","5-14 years",0,8514
"545","Antigua and Barbuda",2009,"female","55-74 years",0,4793
"546","Antigua and Barbuda",2009,"female","75+ years",0,1571
"547","Antigua and Barbuda",2009,"male","15-24 years",0,7489
"548","Antigua and Barbuda",2009,"male","25-34 years",0,6325
"549","Antigua and Barbuda",2009,"male","35-54 years",0,12978
"550","Antigua and Barbuda",2009,"male","5-14 years",0,8599
"551","Antigua and Barbuda",2009,"male","55-74 years",0,4349
"552","Antigua and Barbuda",2009,"male","75+ years",0,1042
"553","Antigua and Barbuda",2012,"female","15-24 years",0,8435
"554","Antigua and Barbuda",2012,"female","25-34 years",0,7215
"555","Antigua and Barbuda",2012,"female","35-54 years",0,15193
"556","Antigua and Barbuda",2012,"female","5-14 years",0,8401
"557","Antigua and Barbuda",2012,"female","55-74 years",0,5512
"558","Antigua and Barbuda",2012,"female","75+ years",0,1625
"559","Antigua and Barbuda",2012,"male","15-24 years",0,7893
"560","Antigua and Barbuda",2012,"male","25-34 years",0,6629
"561","Antigua and Barbuda",2012,"male","35-54 years",0,13280
"562","Antigua and Barbuda",2012,"male","5-14 years",0,8475
"563","Antigua and Barbuda",2012,"male","55-74 years",0,4994
"564","Antigua and Barbuda",2012,"male","75+ years",0,1051
"565","Antigua and Barbuda",2013,"female","15-24 years",0,8494
"566","Antigua and Barbuda",2013,"female","25-34 years",0,7397
"567","Antigua and Barbuda",2013,"female","35-54 years",0,15236
"568","Antigua and Barbuda",2013,"female","5-14 years",0,8353
"569","Antigua and Barbuda",2013,"female","55-74 years",0,5787
"570","Antigua and Barbuda",2013,"female","75+ years",0,1652
"571","Antigua and Barbuda",2013,"male","15-24 years",0,8061
"572","Antigua and Barbuda",2013,"male","25-34 years",0,6782
"573","Antigua and Barbuda",2013,"male","35-54 years",0,13302
"574","Antigua and Barbuda",2013,"male","5-14 years",0,8405
"575","Antigua and Barbuda",2013,"male","55-74 years",0,5238
"576","Antigua and Barbuda",2013,"male","75+ years",0,1072
"577","Antigua and Barbuda",2014,"female","15-24 years",0,8537
"578","Antigua and Barbuda",2014,"female","25-34 years",0,7578
"579","Antigua and Barbuda",2014,"female","35-54 years",0,15273
"580","Antigua and Barbuda",2014,"female","5-14 years",0,8296
"581","Antigua and Barbuda",2014,"female","55-74 years",0,6085
"582","Antigua and Barbuda",2014,"female","75+ years",0,1686
"583","Antigua and Barbuda",2014,"male","15-24 years",0,8208
"584","Antigua and Barbuda",2014,"male","25-34 years",0,6928
"585","Antigua and Barbuda",2014,"male","35-54 years",0,13325
"586","Antigua and Barbuda",2014,"male","5-14 years",0,8335
"587","Antigua and Barbuda",2014,"male","55-74 years",0,5503
"588","Antigua and Barbuda",2014,"male","75+ years",0,1083
"589","Antigua and Barbuda",2015,"female","15-24 years",0,8561
"590","Antigua and Barbuda",2015,"female","25-34 years",0,7740
"591","Antigua and Barbuda",2015,"female","35-54 years",0,15323
"592","Antigua and Barbuda",2015,"female","5-14 years",0,8239
"593","Antigua and Barbuda",2015,"female","55-74 years",1,6403
"594","Antigua and Barbuda",2015,"female","75+ years",0,1724
"595","Antigua and Barbuda",2015,"male","15-24 years",0,8331
"596","Antigua and Barbuda",2015,"male","25-34 years",0,7059
"597","Antigua and Barbuda",2015,"male","35-54 years",0,13370
"598","Antigua and Barbuda",2015,"male","5-14 years",0,8268
"599","Antigua and Barbuda",2015,"male","55-74 years",0,5784
"600","Antigua and Barbuda",2015,"male","75+ years",0,1087
"601","Argentina",1979,"female","15-24 years",105,2343000
"602","Argentina",1979,"female","25-34 years",95,1951000
"603","Argentina",1979,"female","35-54 years",136,3295000
"604","Argentina",1979,"female","5-14 years",15,2517000
"605","Argentina",1979,"female","55-74 years",124,2026000
"606","Argentina",1979,"female","75+ years",33,400000
"607","Argentina",1979,"male","15-24 years",141,2415000
"608","Argentina",1979,"male","25-34 years",187,1993000
"609","Argentina",1979,"male","35-54 years",421,3299000
"610","Argentina",1979,"male","5-14 years",12,2598000
"611","Argentina",1979,"male","55-74 years",395,1852000
"612","Argentina",1979,"male","75+ years",138,297000
"613","Argentina",1980,"female","15-24 years",111,2286800
"614","Argentina",1980,"female","25-34 years",90,2066500
"615","Argentina",1980,"female","35-54 years",144,3148900
"616","Argentina",1980,"female","5-14 years",18,2592500
"617","Argentina",1980,"female","55-74 years",135,2025100
"618","Argentina",1980,"female","75+ years",34,470800
"619","Argentina",1980,"male","15-24 years",138,2266300
"620","Argentina",1980,"male","25-34 years",198,2037200
"621","Argentina",1980,"male","35-54 years",447,3086700
"622","Argentina",1980,"male","5-14 years",6,2647400
"623","Argentina",1980,"male","55-74 years",489,1766100
"624","Argentina",1980,"male","75+ years",162,312300
"625","Argentina",1981,"female","15-24 years",100,2273000
"626","Argentina",1981,"female","25-34 years",78,2049000
"627","Argentina",1981,"female","35-54 years",191,3174900
"628","Argentina",1981,"female","5-14 years",14,2581800
"629","Argentina",1981,"female","55-74 years",129,2083200
"630","Argentina",1981,"female","75+ years",27,434400
"631","Argentina",1981,"male","15-24 years",171,2334400
"632","Argentina",1981,"male","25-34 years",224,2102200
"633","Argentina",1981,"male","35-54 years",547,3159800
"634","Argentina",1981,"male","5-14 years",12,2657400
"635","Argentina",1981,"male","55-74 years",537,1834200
"636","Argentina",1981,"male","75+ years",167,311500
"637","Argentina",1982,"female","15-24 years",95,2383000
"638","Argentina",1982,"female","25-34 years",75,2131000
"639","Argentina",1982,"female","35-54 years",124,3341000
"640","Argentina",1982,"female","5-14 years",6,2607000
"641","Argentina",1982,"female","55-74 years",157,2229000
"642","Argentina",1982,"female","75+ years",32,484000
"643","Argentina",1982,"male","15-24 years",151,2472000
"644","Argentina",1982,"male","25-34 years",207,2198000
"645","Argentina",1982,"male","35-54 years",450,3350000
"646","Argentina",1982,"male","5-14 years",12,2697000
"647","Argentina",1982,"male","55-74 years",483,1989000
"648","Argentina",1982,"male","75+ years",173,352000
"649","Argentina",1983,"female","15-24 years",80,2422000
"650","Argentina",1983,"female","25-34 years",65,2165000
"651","Argentina",1983,"female","35-54 years",156,3394000
"652","Argentina",1983,"female","5-14 years",9,2649000
"653","Argentina",1983,"female","55-74 years",161,2265000
"654","Argentina",1983,"female","75+ years",48,492000
"655","Argentina",1983,"male","15-24 years",146,2512000
"656","Argentina",1983,"male","25-34 years",168,2234000
"657","Argentina",1983,"male","35-54 years",338,3405000
"658","Argentina",1983,"male","5-14 years",6,2741000
"659","Argentina",1983,"male","55-74 years",502,2021000
"660","Argentina",1983,"male","75+ years",155,357000
"661","Argentina",1984,"female","15-24 years",67,2318000
"662","Argentina",1984,"female","25-34 years",59,2151600
"663","Argentina",1984,"female","35-54 years",154,3303700
"664","Argentina",1984,"female","5-14 years",4,2909800
"665","Argentina",1984,"female","55-74 years",161,2268500
"666","Argentina",1984,"female","75+ years",33,528700
"667","Argentina",1984,"male","15-24 years",132,2378000
"668","Argentina",1984,"male","25-34 years",163,2199800
"669","Argentina",1984,"male","35-54 years",415,3294800
"670","Argentina",1984,"male","5-14 years",15,2997300
"671","Argentina",1984,"male","55-74 years",494,1966200
"672","Argentina",1984,"male","75+ years",176,357500
"673","Argentina",1985,"female","15-24 years",69,2354200
"674","Argentina",1985,"female","25-34 years",65,2185200
"675","Argentina",1985,"female","35-54 years",142,3355300
"676","Argentina",1985,"female","5-14 years",11,2955200
"677","Argentina",1985,"female","55-74 years",210,2304000
"678","Argentina",1985,"female","75+ years",41,537000
"679","Argentina",1985,"male","15-24 years",156,2415200
"680","Argentina",1985,"male","25-34 years",177,2234200
"681","Argentina",1985,"male","35-54 years",414,3346300
"682","Argentina",1985,"male","5-14 years",16,3044200
"683","Argentina",1985,"male","55-74 years",485,1997000
"684","Argentina",1985,"male","75+ years",202,363000
"685","Argentina",1986,"female","15-24 years",101,2367600
"686","Argentina",1986,"female","25-34 years",96,2197600
"687","Argentina",1986,"female","35-54 years",188,3374300
"688","Argentina",1986,"female","5-14 years",7,2971900
"689","Argentina",1986,"female","55-74 years",201,2317100
"690","Argentina",1986,"female","75+ years",48,540200
"691","Argentina",1986,"male","15-24 years",186,2428900
"692","Argentina",1986,"male","25-34 years",209,2246900
"693","Argentina",1986,"male","35-54 years",478,3365200
"694","Argentina",1986,"male","5-14 years",10,3061400
"695","Argentina",1986,"male","55-74 years",530,2008300
"696","Argentina",1986,"male","75+ years",230,365000
"697","Argentina",1987,"female","15-24 years",93,2398400
"698","Argentina",1987,"female","25-34 years",89,2226200
"699","Argentina",1987,"female","35-54 years",209,3418300
"700","Argentina",1987,"female","5-14 years",14,3010700
"701","Argentina",1987,"female","55-74 years",224,2347300
"702","Argentina",1987,"female","75+ years",57,547000
"703","Argentina",1987,"male","15-24 years",179,2460600
"704","Argentina",1987,"male","25-34 years",192,2276200
"705","Argentina",1987,"male","35-54 years",482,3409100
"706","Argentina",1987,"male","5-14 years",15,3101300
"707","Argentina",1987,"male","55-74 years",532,2034500
"708","Argentina",1987,"male","75+ years",200,369800
"709","Argentina",1988,"female","15-24 years",101,2459000
"710","Argentina",1988,"female","25-34 years",61,2228000
"711","Argentina",1988,"female","35-54 years",198,3508000
"712","Argentina",1988,"female","5-14 years",11,3115000
"713","Argentina",1988,"female","55-74 years",233,2412000
"714","Argentina",1988,"female","75+ years",61,602000
"715","Argentina",1988,"male","15-24 years",211,2524000
"716","Argentina",1988,"male","25-34 years",215,2276000
"717","Argentina",1988,"male","35-54 years",477,3503000
"718","Argentina",1988,"male","5-14 years",20,3210000
"719","Argentina",1988,"male","55-74 years",550,2079000
"720","Argentina",1988,"male","75+ years",216,392000
"721","Argentina",1989,"female","15-24 years",80,2509000
"722","Argentina",1989,"female","25-34 years",83,2240000
"723","Argentina",1989,"female","35-54 years",166,3563000
"724","Argentina",1989,"female","5-14 years",11,3149000
"725","Argentina",1989,"female","55-74 years",201,2446000
"726","Argentina",1989,"female","75+ years",65,622000
"727","Argentina",1989,"male","15-24 years",186,2575000
"728","Argentina",1989,"male","25-34 years",219,2287000
"729","Argentina",1989,"male","35-54 years",462,3561000
"730","Argentina",1989,"male","5-14 years",18,3245000
"731","Argentina",1989,"male","55-74 years",548,2105000
"732","Argentina",1989,"male","75+ years",208,400000
"733","Argentina",1990,"female","15-24 years",91,2568000
"734","Argentina",1990,"female","25-34 years",76,2251000
"735","Argentina",1990,"female","35-54 years",163,3622000
"736","Argentina",1990,"female","5-14 years",14,3171000
"737","Argentina",1990,"female","55-74 years",190,2477000
"738","Argentina",1990,"female","75+ years",61,643000
"739","Argentina",1990,"male","15-24 years",174,2635000
"740","Argentina",1990,"male","25-34 years",182,2297000
"741","Argentina",1990,"male","35-54 years",439,3619000
"742","Argentina",1990,"male","5-14 years",22,3269000
"743","Argentina",1990,"male","55-74 years",502,2128000
"744","Argentina",1990,"male","75+ years",226,411100
"745","Argentina",1991,"female","15-24 years",61,2689000
"746","Argentina",1991,"female","25-34 years",77,2310000
"747","Argentina",1991,"female","35-54 years",133,3691000
"748","Argentina",1991,"female","5-14 years",9,3277000
"749","Argentina",1991,"female","55-74 years",169,2508000
"750","Argentina",1991,"female","75+ years",50,658000
"751","Argentina",1991,"male","15-24 years",179,2738000
"752","Argentina",1991,"male","25-34 years",214,2277000
"753","Argentina",1991,"male","35-54 years",398,3580000
"754","Argentina",1991,"male","5-14 years",28,3369000
"755","Argentina",1991,"male","55-74 years",449,2130000
"756","Argentina",1991,"male","75+ years",184,396000
"757","Argentina",1992,"female","15-24 years",79,2783500
"758","Argentina",1992,"female","25-34 years",79,2329100
"759","Argentina",1992,"female","35-54 years",140,3755500
"760","Argentina",1992,"female","5-14 years",13,3276800
"761","Argentina",1992,"female","55-74 years",147,2538400
"762","Argentina",1992,"female","75+ years",46,678000
"763","Argentina",1992,"male","15-24 years",249,2834100
"764","Argentina",1992,"male","25-34 years",227,2306200
"765","Argentina",1992,"male","35-54 years",488,3616600
"766","Argentina",1992,"male","5-14 years",22,3371800
"767","Argentina",1992,"male","55-74 years",500,2150500
"768","Argentina",1992,"male","75+ years",194,404900
"769","Argentina",1993,"female","15-24 years",73,2879300
"770","Argentina",1993,"female","25-34 years",76,2347800
"771","Argentina",1993,"female","35-54 years",144,3820400
"772","Argentina",1993,"female","5-14 years",16,3269800
"773","Argentina",1993,"female","55-74 years",126,2568300
"774","Argentina",1993,"female","75+ years",58,698400
"775","Argentina",1993,"male","15-24 years",235,2932300
"776","Argentina",1993,"male","25-34 years",233,2336300
"777","Argentina",1993,"male","35-54 years",495,3672300
"778","Argentina",1993,"male","5-14 years",25,3367500
"779","Argentina",1993,"male","55-74 years",520,2171500
